source_id,mc_mode,draw_index,variable_order,parallax_draw_mas,pmra_draw_masyr,pmdec_draw_masyr,parallax_reference_mas,pmra_reference_masyr,pmdec_reference_masyr,ra_fixed_deg,dec_fixed_deg,radial_velocity_fixed_kms,valid_draw,rejection_reason,distance_kpc_draw,Lx_kpc_kms,Ly_kpc_kms,Lz_kpc_kms,Lperp_kpc_kms,Ltot_kpc_kms,galpy_eccentricity,galpy_rperi_kpc,galpy_rap_kpc,galpy_zmax_kpc,galpy_energy
3089534353001157632,correlated_gaia_astrometry_rv_fixed,138,"parallax_mas, pmra_masyr, pmdec_masyr",0.4795464909780177,2.9238526281420767,-36.28307807109372,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.0853035499447325,194.09012350932738,-1226.8446138318227,325.64789694399263,1242.102524968056,1284.0814753418356,0.8705913678441438,1.4001504976373005,20.239062811579966,16.884346984227506,-27912.154955542523
3089534353001157632,correlated_gaia_astrometry_rv_fixed,139,"parallax_mas, pmra_masyr, pmdec_masyr",0.46691374332543645,2.91281864023323,-36.28324137414898,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.141723207541152,210.0020445109574,-1261.6034196542162,412.195013254992,1278.9620976330746,1343.7443120379255,0.8465042178949564,1.7620070498043612,21.19637038103014,17.434878810785207,-25904.72753461287
3089534353001157632,correlated_gaia_astrometry_rv_fixed,140,"parallax_mas, pmra_masyr, pmdec_masyr",0.47097437229523725,2.921701476148857,-36.26445764380755,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.123257779667755,204.46109290259474,-1249.0112276482846,382.39886333090465,1265.6355657543756,1322.1430618428424,0.8572158394587062,1.6033950415325158,20.855609310967864,17.099345102797,-26606.3353021261
3089534353001157632,correlated_gaia_astrometry_rv_fixed,141,"parallax_mas, pmra_masyr, pmdec_masyr",0.45865093185303135,2.8931914632529057,-36.27517645937094,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.180307354789016,221.23422997779525,-1286.1772852931838,470.9616102522907,1305.0657430635486,1387.4442086258614,0.8384004790207077,1.9254681506514038,21.904653856927293,17.79185995436674,-24494.63408877402
3089534353001157632,correlated_gaia_astrometry_rv_fixed,142,"parallax_mas, pmra_masyr, pmdec_masyr",0.4205282635394237,2.8931048883484216,-36.26827351842446,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.377961451588026,282.1489632185801,-1405.7036252260232,783.9315905615306,1433.740115717944,1634.0622564942973,0.8009600474847866,2.9364722815196207,26.5698880688746,20.24047980838887,-16520.811858074605
3089534353001157632,correlated_gaia_astrometry_rv_fixed,143,"parallax_mas, pmra_masyr, pmdec_masyr",0.43965325397429555,2.889926014942405,-36.2685767647787,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.274519728809889,249.42795408366655,-1343.1413937828702,618.3413782564521,1366.1050867233291,1499.5296489351065,0.8163260745302046,2.4160782039247395,23.892263578883785,18.867573459070965,-20843.94156821052
3089534353001157632,correlated_gaia_astrometry_rv_fixed,144,"parallax_mas, pmra_masyr, pmdec_masyr",0.45962543959002233,2.9095123347073817,-36.264549769874854,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.1756846202681515,219.5846916532996,-1281.5403309713329,463.27944969805503,1300.2165422400178,1380.2865301186998,0.8378984947357958,1.9233866719395143,21.80725875056467,17.692088323362764,-24688.25270136617
3089534353001157632,correlated_gaia_astrometry_rv_fixed,145,"parallax_mas, pmra_masyr, pmdec_masyr",0.467173001356508,2.8888652103807817,-36.293555878422374,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.1405346565326924,210.0313757186338,-1263.33861071187,410.63523155378573,1280.67857954354,1344.9010809330516,0.8423667731995038,1.8122739532934629,21.18127873959297,17.458606450957816,-25929.174002897264
3089534353001157632,correlated_gaia_astrometry_rv_fixed,146,"parallax_mas, pmra_masyr, pmdec_masyr",0.48072334784991544,2.9243093549213284,-36.29593341989371,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.0801985268088243,192.82728729695134,-1224.2597395729952,318.84772491640746,1239.3523601726988,1279.7101798258884,0.8710726761696534,1.3895415091785772,20.16588162218267,16.83402329392956,-28066.926498031888
3089534353001157632,correlated_gaia_astrometry_rv_fixed,147,"parallax_mas, pmra_masyr, pmdec_masyr",0.44992578372292813,2.908784758468324,-36.276605999999035,0.4587656346030645,2.906363530788064,-36.28302820325773,124.17699360479357,0.7374494221361896,-43.26,True,,2.2225887828109374,233.5667414379787,-1310.3785225262145,537.5680133674729,1331.0316656653742,1435.487604962088,0.8224990563741085,2.216443385458141,22.75743382535386,17.84791639851565,-22878.21512864905
