source_id,feh,rv,tangential_velocity_kms,bp_rp,absolute_g_mag,known_candidate,hdbscan_label,optics_label,gmm_label,gmm_membership_probability
3084814871139125376,-0.298,11.65,2.291740047368966,0.5634041,2.3796584698561567,False,-1,0,4,0.9010554896031403
3084436196759506048,-0.267,61.88,30.460288278774826,0.66511726,3.499556305281068,False,0,0,4,0.5233730448310098
3077629803169057024,-0.492,44.12,2.3886722730051995,1.1487141,0.2443375016199063,False,-1,0,0,0.9270134681811875
3084117402809442432,0.226,20.97,14.901996404709251,1.2015276,0.8061879280124948,False,-1,0,0,0.9463626461572755
3084481345455513472,-0.25,21.95,15.30793250865634,1.2157125,0.5440635862657395,False,1,0,0,0.959548367637899
3089740580151347584,-0.232,-5.13,2.8178249919484064,1.2203255,6.487975572317232,False,-1,0,6,0.9944382527929437
3089569335511463424,-0.143,27.51,12.969021283432424,0.7998228,3.684977968032861,False,0,0,2,0.5979830933734699
3090635135940112000,0.156,-10.35,15.34996654352799,1.1250248,2.0227344277771095,False,-1,0,7,0.9984883581790083
3083753674916116864,0.152,26.86,18.73132780878431,1.1936483,2.6860485747357217,False,-1,0,7,0.9982696176334772
3084676714928525312,-0.257,38.69,50.35908630601644,0.6716604,3.9113697849465687,False,0,0,4,0.5006536795992498
3089885960500920064,-0.56,52.03,39.275784756477606,0.71396446,3.5327133502799697,False,0,0,4,0.6396599662948785
3084663245911075200,-0.095,29.15,32.240189894491145,0.60695267,2.0094366152692693,False,0,0,4,0.9866941531203693
3089708526811165696,-0.322,27.28,11.39976628115727,1.1787615,0.6133758609003905,False,1,0,0,0.9707744131843199
3083532157682782080,-0.352,52.93,14.789568424227658,1.0749531,-0.4714547777319637,False,-1,0,0,0.9670213983938915
3083755049305606272,0.099,9.8,64.0215330088182,0.8752775,2.961703098303426,False,-1,0,2,0.9792712931224579
3090706024377236608,-0.212,25.25,31.19939618660621,1.1560421,0.4560521001262714,False,1,0,0,0.9869583764120919
3084421525151313152,-0.877,54.34,19.547696279791907,0.536191,2.293602306805809,False,-1,0,8,0.8563922806999036
3089807620297835520,0.134,18.76,10.443696447363836,0.7944641,3.7707151290822374,False,0,0,1,0.9305478988544059
3083652588566429952,-0.012,31.77,43.28751663595698,1.249589,2.1352613421200086,False,-1,0,7,0.9986360143440022
3083822669270467584,0.243,44.5,26.89724329871477,1.3380728,1.7300601349432263,False,-1,0,7,0.9471573897742303
3084647028114438144,0.004,54.63,44.89832502276929,0.8105259,4.016750660632685,False,0,0,2,0.7003751163506389
3083516008604749952,-0.507,27.44,67.76798805841895,1.1450281,0.0933184103950921,False,-1,0,0,0.7744903142059608
3090598959432876288,-0.126,-13.21,26.039706548871905,0.70304394,3.748188577014151,False,0,0,1,0.39522905309103346
3084538932376794752,-0.18,74.9,48.98601169876407,0.67201805,2.550115306235778,False,0,0,4,0.9156557206196516
3084521752507660800,0.167,63.39,44.19529467220484,1.1938848,3.4009298339259786,False,-1,0,7,0.9943404507721051
3090668640981986432,0.024,7.63,47.23049111688944,1.2945604,6.357325734098524,False,-1,0,6,0.9771793873323352
3084460076777640832,-0.089,73.97,58.08276924713357,1.3289776,1.4918456482954454,False,-1,0,7,0.9740654308197105
3089897677171622656,-0.407,25.04,13.439612943159617,1.1231356,1.5929087976697005,False,-1,0,7,0.9974450121068035
3083758725797624320,-0.307,21.22,5.224741595396139,0.93179417,5.543937172221758,False,-1,0,3,0.5271482532278151
3090117884437860096,-0.204,78.32,33.335534786359084,1.2203827,1.2365830904061994,False,1,0,7,0.7468879562298139
3084088987305827328,0.074,42.7,31.98921988754153,1.3761215,0.8069333309743243,False,1,0,7,0.8344776509812498
3084682659163055616,-0.057,107.94,24.84670358457845,0.8858471,4.6169009195307265,False,-1,0,3,0.8703314210036472
3084464887140937984,-0.213,49.57,2.5003552953458605,1.3746767,-1.0320836383813194,False,-1,0,7,0.9986393183598058
3089679802069952000,-0.152,-2.91,22.818612122142685,1.1371231,1.836074795152804,False,-1,0,7,0.9989708651141916
3083794425565396608,-0.546,57.99,34.15361970604201,1.1669455,0.8318274231803819,False,1,0,0,0.8241540966193047
3083731409805429760,-0.295,44.9,32.31146454115393,1.3702955,-0.6770460123779358,False,-1,0,7,0.999418137674969
3090651972211908608,-0.128,44.63,54.455919129252656,0.57352924,3.139188817428643,False,0,0,4,0.8432130073574094
3089579540353748096,-0.482,49.06,65.31006998072944,0.85182095,5.176852314344551,False,-1,0,3,0.977568593139945
3084867205318180992,-0.088,22.07,20.502606397371306,0.55121994,2.4431013161255564,False,0,0,4,0.7055133699910626
3084924208123707648,0.2,49.21,22.41917415712627,0.8060646,4.002776541332304,False,0,0,1,0.901972449169487
3077581050995923968,-0.255,54.82,20.24149768886881,0.7133169,2.6984329225005936,False,0,0,2,0.7798048508875906
3084457980833567360,-0.068,76.53,45.1837198047283,1.3354082,-0.3069019193335336,False,-1,0,7,0.9993326162334775
3084049954643035904,-0.133,33.04,16.923029748732844,0.6087265,3.65952400374257,False,0,0,1,0.7393567315434628
3084453685866211840,-0.344,98.62,45.85380779866306,0.7010126,3.967370385793842,False,-1,0,3,0.905959811902202
3084674481545358464,-0.258,90.59,75.02394069121873,1.0694752,2.1677646425345714,False,-1,0,7,0.9916332136064993
3084807213214435456,-0.344,68.32,47.61661927675495,1.084857,2.4393868326738968,False,-1,0,7,0.9970332991994599
3084431558194824832,-0.207,-7.75,24.891099106077284,0.71568584,4.301932592426379,False,0,0,3,0.6436964419726369
